Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2010-01-12,79.30000305175781,80.79000091552734,1128.9000244140625,3.3375000953674316,5.591000080108643,1573.9000244140625,18.243000030517578,392.5,969.5,535.75,79.30000305175781,82.33999633789062,1157.199951171875,3.381999969482422,5.605000019073486,1612.5,18.700000762939453,419.0,1001.25,570.5,79.02999877929688,79.91000366210938,1127.199951171875,3.309999942779541,5.354000091552734,1595.0,18.243000030517578,392.5,962.0,520.5,79.30000305175781,82.06999969482422,1128.9000244140625,3.381999969482422,5.485000133514404,1573.9000244140625,18.700000762939453,419.0,999.5,570.0,7.0,333866.0,51.0,193.0,109931.0,20.0,35.0,137395.0,11750.0,33873.0
2010-01-13,78.30999755859375,79.6500015258789,1136.4000244140625,3.387500047683716,5.732999801635742,1570.199951171875,18.538000106811523,384.0,983.5,537.0,79.0199966430664,80.66999816894531,1136.4000244140625,3.387500047683716,5.784999847412109,1574.5,18.538000106811523,385.25,983.75,538.0,77.25,78.37000274658203,1121.0,3.387500047683716,5.432000160217285,1557.0,18.538000106811523,368.0,964.0,519.25,78.52999877929688,80.05999755859375,1136.4000244140625,3.387500047683716,5.5879998207092285,1574.5,18.538000106811523,384.5,965.5,534.75,18.0,401627.0,58.0,142.0,158387.0,17.0,15.0,301566.0,1939.0,60488.0
2010-01-14,77.81999969482422,79.38999938964844,1142.5999755859375,3.375999927520752,5.5879998207092285,1600.0999755859375,18.64299964904785,381.0,968.5,527.75,78.47000122070312,80.36000061035156,1145.9000244140625,3.427999973297119,5.803999900817871,1605.9000244140625,18.64299964904785,382.75,984.25,537.25,78.01000213623047,78.91999816894531,1132.800048828125,3.378000020980835,5.482999801635742,1605.9000244140625,18.64299964904785,376.5,967.5,525.5,77.81999969482422,79.62999725341797,1137.0,3.4144999980926514,5.754000186920166,1600.0999755859375,18.64299964904785,382.25,983.75,536.75,6.0,275404.0,81.0,234.0,160793.0,8.0,29.0,150818.0,80001.0,40114.0
2010-01-15,77.11000061035156,78.0,1130.0999755859375,3.3550000190734863,5.690999984741211,1591.4000244140625,18.410999298095703,371.5,974.0,510.0,77.81999969482422,79.30999755859375,1133.4000244140625,3.365000009536743,5.73199987411499,1593.0,18.395000457763672,379.75,988.75,525.75,76.87999725341797,77.69999694824219,1127.199951171875,3.3489999771118164,5.519000053405762,1590.5,18.389999389648438,369.5,971.75,509.25,77.55000305175781,79.19999694824219,1132.800048828125,3.359999895095825,5.586999893188477,1511.4000244140625,18.395000457763672,379.0,983.5,525.25,4.0,200555.0,50.0,222.0,105406.0,4.0,54.0,164273.0,76864.0,42330.0
2010-01-19,77.62999725341797,79.0199966430664,1139.699951171875,3.437000036239624,5.557000160217285,1635.0999755859375,18.784000396728516,369.25,963.5,500.5,77.75,79.1500015258789,1139.699951171875,3.437999963760376,5.686999797821045,1638.5,18.784000396728516,375.25,984.0,515.25,76.26000213623047,76.76000213623047,1130.5,3.380000114440918,5.443999767303467,1613.699951171875,18.479999542236328,367.75,962.75,496.5,77.62999725341797,77.8499984741211,1139.699951171875,3.390000104904175,5.639999866485596,1635.0999755859375,18.784000396728516,371.5,974.0,511.0,200.0,186882.0,22.0,1285.0,150327.0,18.0,136.0,125418.0,77967.0,49469.0
2010-01-20,76.31999969482422,77.62000274658203,1112.300048828125,3.3459999561309814,5.495999813079834,1611.0999755859375,17.865999221801758,368.0,950.0,497.5,76.31999969482422,79.02999877929688,1133.0,3.3459999561309814,5.625,1622.9000244140625,17.865999221801758,370.5,971.0,501.5,75.87000274658203,76.95999908447266,1109.800048828125,3.3459999561309814,5.464000225067139,1606.4000244140625,17.865999221801758,362.25,940.75,485.25,76.31999969482422,78.87999725341797,1123.300048828125,3.3459999561309814,5.59499979019165,1611.0999755859375,17.865999221801758,369.25,963.75,501.0,200.0,303758.0,28.0,152.0,72278.0,13.0,6.0,117028.0,91082.0,48241.0
2010-01-21,74.58000183105469,76.08000183105469,1102.699951171875,3.2850000858306885,5.614999771118164,1587.0999755859375,17.496000289916992,372.0,954.0,499.5,76.45999908447266,78.36000061035156,1107.5,3.2850000858306885,5.736000061035156,1588.300048828125,17.496000289916992,372.0,959.5,500.5,74.29000091552734,75.66000366210938,1090.199951171875,3.2850000858306885,5.480000019073486,1588.300048828125,17.496000289916992,364.0,948.5,493.0,74.58000183105469,77.55999755859375,1102.699951171875,3.2850000858306885,5.486999988555908,1587.0999755859375,17.496000289916992,369.0,950.0,497.75,1.0,327417.0,99.0,196.0,115564.0,1.0,1.0,117638.0,63882.0,35457.0
2010-01-22,72.83000183105469,74.54000091552734,1089.199951171875,3.3385000228881836,5.818999767303467,1536.4000244140625,16.917999267578125,364.75,951.5,498.5,73.9000015258789,76.5,1095.4000244140625,3.3454999923706055,5.86899995803833,1560.699951171875,17.139999389648438,372.75,957.0,502.0,72.45999908447266,74.01000213623047,1083.0,3.2874999046325684,5.650000095367432,1530.699951171875,16.917999267578125,363.5,945.5,491.5,73.72000122070312,75.83999633789062,1089.199951171875,3.3385000228881836,5.6579999923706055,1536.4000244140625,16.917999267578125,372.5,956.0,500.5,1.0,348819.0,58.0,128.0,104038.0,9.0,5.0,116246.0,54161.0,30415.0
2010-01-25,73.69000244140625,75.26000213623047,1095.199951171875,3.384000062942505,5.7220001220703125,1540.5,17.131000518798828,367.75,940.5,498.25,73.7300033569336,75.41999816894531,1095.199951171875,3.384000062942505,5.854000091552734,1543.5,17.131000518798828,369.25,956.0,504.0,72.83000183105469,74.05999755859375,1095.199951171875,3.369999885559082,5.671000003814697,1543.4000244140625,17.131000518798828,365.25,935.25,496.25,73.68000030517578,74.23999786376953,1095.199951171875,3.384000062942505,5.821000099182129,1540.5,17.131000518798828,366.75,955.0,500.25,1.0,280559.0,8.0,177.0,85294.0,6.0,2.0,83425.0,72563.0,30539.0
2010-01-26,73.29000091552734,74.70999908447266,1097.9000244140625,3.3289999961853027,5.485000133514404,1522.199951171875,16.84600067138672,362.25,947.5,494.0,73.29000091552734,75.38999938964844,1097.9000244140625,3.3289999961853027,5.7210001945495605,1529.4000244140625,16.84600067138672,369.0,949.5,500.5,72.91000366210938,73.81999969482422,1097.9000244140625,3.3289999961853027,5.434000015258789,1500.0,16.84600067138672,360.25,932.5,491.5,73.29000091552734,75.27999877929688,1097.9000244140625,3.3289999961853027,5.706999778747559,1522.199951171875,16.84600067138672,367.75,941.0,497.25,15.0,256207.0,4.0,155.0,65645.0,7.0,1.0,106613.0,81769.0,30418.0
2010-01-27,72.23999786376953,73.66999816894531,1084.4000244140625,3.2144999504089355,5.27400016784668,1486.0999755859375,16.42799949645996,358.25,929.0,483.75,73.54000091552734,75.08999633789062,1084.4000244140625,3.2144999504089355,5.48199987411499,1521.0,16.42799949645996,363.5,946.5,495.0,71.37000274658203,72.6500015258789,1084.4000244140625,3.2144999504089355,5.2230000495910645,1510.9000244140625,16.42799949645996,358.25,928.5,483.0,72.97000122070312,74.69000244140625,1084.4000244140625,3.2144999504089355,5.460000038146973,1486.0999755859375,16.42799949645996,362.25,945.75,493.5,5.0,356179.0,206694.0,252.0,109503.0,2.0,55.0,86413.0,73154.0,42885.0
2010-01-28,72.12999725341797,73.63999938964844,1083.5999755859375,3.0899999141693115,5.138000011444092,1489.199951171875,16.20199966430664,361.75,931.75,487.0,72.61000061035156,74.48999786376953,1095.699951171875,3.2144999504089355,5.257999897003174,1489.199951171875,16.20199966430664,363.0,937.5,489.25,71.72000122070312,72.93000030517578,1073.199951171875,3.0889999866485596,5.059999942779541,1489.199951171875,16.20199966430664,357.75,921.0,482.75,72.12999725341797,73.75,1087.800048828125,3.197000026702881,5.230000019073486,1489.199951171875,16.20199966430664,359.0,931.25,485.75,9.0,292911.0,101168.0,351.0,107008.0,2.0,135.0,104224.0,82360.0,35797.0
2010-01-29,71.45999908447266,72.88999938964844,1083.0,3.0460000038146973,5.13100004196167,1501.300048828125,16.183000564575195,356.5,914.0,474.0,73.18000030517578,74.81999969482422,1090.800048828125,3.135499954223633,5.284999847412109,1501.300048828125,16.34000015258789,363.5,936.75,488.5,71.2300033569336,72.43000030517578,1074.5,3.0360000133514404,5.093999862670898,1501.300048828125,16.100000381469727,355.25,913.75,473.0,71.45999908447266,73.88999938964844,1085.0,3.0460000038146973,5.190000057220459,1501.300048828125,16.183000564575195,361.75,931.5,486.5,9.0,335270.0,11456.0,451.0,79679.0,2.0,23.0,131890.0,85062.0,62568.0
2010-02-01,73.11000061035156,74.43000030517578,1104.300048828125,3.0785000324249268,5.434000015258789,1534.5999755859375,16.652999877929688,359.0,909.75,474.75,73.58000183105469,74.98999786376953,1107.300048828125,3.1045000553131104,5.449999809265137,1534.5999755859375,16.652999877929688,360.75,924.75,483.75,71.66000366210938,72.48999786376953,1076.800048828125,2.996000051498413,5.236000061035156,1534.5999755859375,16.652999877929688,355.5,908.25,473.0,72.13999938964844,72.83999633789062,1081.0,3.0785000324249268,5.247000217437744,1534.5999755859375,16.652999877929688,356.25,915.25,476.0,8.0,277411.0,2452.0,436.0,106102.0,2.0,128.0,112634.0,84217.0,57026.0
2010-02-02,76.05999755859375,77.2300033569336,1117.4000244140625,3.0850000381469727,5.453999996185303,1574.5,16.736000061035156,365.0,925.5,487.25,76.18000030517578,77.41000366210938,1118.5,3.116499900817871,5.538000106811523,1574.5,16.736000061035156,367.25,930.0,492.5,73.81999969482422,74.4000015258789,1100.199951171875,3.075000047683716,5.377999782562256,1574.5,16.736000061035156,358.75,905.25,474.25,74.30999755859375,74.94000244140625,1117.4000244140625,3.0850000381469727,5.435999870300293,1574.5,16.736000061035156,359.0,911.25,474.25,27.0,366269.0,3326.0,137.0,104917.0,2.0,18.0,146992.0,91665.0,65546.0
2010-02-03,75.91999816894531,76.9800033569336,1111.4000244140625,2.9679999351501465,5.419000148773193,1571.9000244140625,16.309999465942383,353.0,908.0,469.0,76.86000061035156,78.04000091552734,1124.9000244140625,3.065000057220459,5.558000087738037,1571.9000244140625,16.6200008392334,368.25,934.0,494.75,75.5,76.5199966430664,1108.5999755859375,2.9679999351501465,5.360000133514404,1571.9000244140625,16.360000610351562,352.75,908.0,468.25,76.58999633789062,76.98999786376953,1115.800048828125,2.9679999351501465,5.440999984741211,1571.9000244140625,16.6200008392334,365.0,926.5,487.5,224.0,391294.0,853.0,218.0,97203.0,2.0,3.0,171750.0,81861.0,61505.0
2010-02-04,72.12999725341797,73.13999938964844,1062.4000244140625,2.875499963760376,5.415999889373779,1511.5,15.343000411987305,354.0,914.0,475.75,74.81999969482422,77.16999816894531,1110.699951171875,2.9865000247955322,5.5,1511.5,16.030000686645508,359.0,916.0,482.0,71.44999694824219,72.41999816894531,1059.0,2.875,5.2270002365112305,1507.5,15.260000228881836,349.0,900.0,466.5,74.81999969482422,77.08999633789062,1110.0,2.875499963760376,5.406000137329102,1511.5,16.030000686645508,355.75,911.25,471.0,35.0,523892.0,1426.0,167.0,132333.0,2.0,4.0,163425.0,92907.0,50470.0
2010-02-05,69.58999633789062,71.19000244140625,1052.199951171875,2.8540000915527344,5.514999866485596,1471.300048828125,14.822999954223633,351.5,913.5,473.25,72.5,73.94000244140625,1068.5,2.885499954223633,5.5980000495910645,1471.300048828125,14.822999954223633,355.5,921.5,476.5,67.94999694824219,69.5,1045.199951171875,2.8540000915527344,5.382999897003174,1471.300048828125,14.822999954223633,347.5,909.0,467.0,71.69000244140625,73.04000091552734,1052.199951171875,2.8540000915527344,5.485000133514404,1471.300048828125,14.822999954223633,354.25,914.0,475.0,30.0,596142.0,1956.0,103.0,149134.0,2.0,54.0,164659.0,104735.0,55763.0
2010-02-08,70.11000061035156,71.88999938964844,1065.699951171875,2.9094998836517334,5.401000022888184,1477.199951171875,15.07800006866455,356.0,929.5,484.0,70.44999694824219,72.38999938964844,1073.4000244140625,2.9094998836517334,5.679999828338623,1477.199951171875,15.15999984741211,362.0,939.75,489.0,69.2300033569336,70.7699966430664,1061.5999755859375,2.871999979019165,5.395999908447266,1477.199951171875,15.0,353.5,918.75,476.25,70.0999984741211,72.18000030517578,1065.699951171875,2.9094998836517334,5.6020002365112305,1477.199951171875,15.07800006866455,354.0,919.75,479.5,5.0,345638.0,549.0,87.0,140790.0,2.0,224.0,148576.0,95026.0,55118.0
2010-02-09,72.12999725341797,73.75,1076.699951171875,2.9835000038146973,5.289999961853027,1498.5999755859375,15.430999755859375,358.5,924.5,482.25,72.36000061035156,74.1500015258789,1082.0,2.996999979019165,5.466000080108643,1498.5999755859375,15.430999755859375,363.5,944.0,488.5,70.47000122070312,71.31999969482422,1063.0999755859375,2.9230000972747803,5.26200008392334,1498.5999755859375,15.430999755859375,354.75,920.0,476.75,71.11000061035156,71.68000030517578,1076.699951171875,2.9835000038146973,5.420000076293945,1498.5999755859375,15.430999755859375,355.75,929.5,483.0,211.0,429845.0,387.0,333.0,148510.0,2.0,3.0,196600.0,120623.0,63813.0
2010-02-10,72.54000091552734,74.5199966430664,1075.800048828125,2.9860000610351562,5.291999816894531,1509.0999755859375,15.302000045776367,361.75,937.5,496.75,72.91000366210938,74.97000122070312,1081.0999755859375,2.9860000610351562,5.380000114440918,1509.0999755859375,15.302000045776367,365.5,939.75,503.0,70.94000244140625,72.5999984741211,1063.300048828125,2.9860000610351562,5.239999771118164,1509.0999755859375,15.302000045776367,355.25,918.75,480.75,71.37999725341797,73.79000091552734,1075.800048828125,2.9860000610351562,5.3480000495910645,1509.0999755859375,15.302000045776367,358.75,924.0,483.5,16.0,422057.0,640.0,116.0,138424.0,68.0,300.0,169470.0,116039.0,87561.0
2010-02-11,73.05000305175781,75.27999877929688,1094.199951171875,3.129499912261963,5.395999908447266,1515.5,15.592000007629395,363.25,943.0,493.5,73.05000305175781,75.69000244140625,1097.0999755859375,3.1364998817443848,5.415999889373779,1515.5,15.592000007629395,365.0,950.5,501.5,73.05000305175781,73.37999725341797,1075.5999755859375,3.0164999961853027,5.285999774932861,1515.5,15.592000007629395,359.5,936.0,486.5,73.05000305175781,74.6500015258789,1076.800048828125,3.0455000400543213,5.296999931335449,1515.5,15.592000007629395,361.75,938.0,497.75,41.0,464441.0,1491.0,268.0,135613.0,68.0,91.0,134275.0,108012.0,54328.0
2010-02-12,72.9000015258789,74.12999725341797,1089.5,3.0789999961853027,5.4679999351501465,1507.300048828125,15.449000358581543,361.5,945.0,486.5,72.93000030517578,75.3499984741211,1092.0,3.0789999961853027,5.556000232696533,1507.300048828125,15.449000358581543,364.25,946.5,493.75,71.68000030517578,72.66000366210938,1079.800048828125,3.0789999961853027,5.203999996185303,1507.300048828125,15.449000358581543,357.5,926.0,480.25,72.48999786376953,75.30000305175781,1089.5,3.0789999961853027,5.4039998054504395,1507.300048828125,15.449000358581543,363.5,942.0,493.5,11.0,335805.0,197.0,111.0,149081.0,68.0,91.0,101557.0,80635.0,40776.0
2010-02-16,75.68000030517578,77.01000213623047,1119.300048828125,3.2184998989105225,5.309999942779541,1533.9000244140625,16.149999618530273,367.25,965.5,505.0,75.98999786376953,77.41999816894531,1120.4000244140625,3.2184998989105225,5.559999942779541,1533.9000244140625,16.149999618530273,368.75,966.0,509.0,73.83999633789062,73.70999908447266,1092.4000244140625,3.0989999771118164,5.304999828338623,1533.9000244140625,16.149999618530273,362.0,945.25,488.25,74.16999816894531,74.0199966430664,1119.300048828125,3.2184998989105225,5.428999900817871,1533.9000244140625,16.149999618530273,362.25,948.0,490.0,12.0,365032.0,928.0,83.0,140885.0,68.0,48.0,126169.0,82989.0,59297.0
2010-02-17,76.2699966430664,77.33000183105469,1119.5,3.2385001182556152,5.386000156402588,1533.300048828125,16.097999572753906,360.0,951.5,494.75,76.3499984741211,77.81999969482422,1127.0,3.2385001182556152,5.414000034332275,1533.300048828125,16.097999572753906,368.0,964.0,504.75,75.43000030517578,76.52999877929688,1108.5,3.2385001182556152,5.27400016784668,1533.300048828125,16.097999572753906,359.5,948.0,492.5,75.97000122070312,77.31999969482422,1119.5,3.2385001182556152,5.349999904632568,1533.300048828125,16.097999572753906,367.0,963.5,504.25,7.0,283816.0,1083.0,369.0,91203.0,68.0,14.0,86665.0,71599.0,42283.0
2010-02-18,77.77999877929688,79.05999755859375,1118.0,3.2850000858306885,5.171999931335449,1515.800048828125,16.059999465942383,357.25,948.0,485.0,77.83000183105469,79.29000091552734,1123.699951171875,3.302000045776367,5.419000148773193,1515.800048828125,16.059999465942383,361.5,957.75,499.5,75.4000015258789,76.31999969482422,1100.800048828125,3.2720000743865967,5.135000228881836,1515.800048828125,16.059999465942383,355.5,942.0,483.0,75.91000366210938,77.29000091552734,1118.0,3.2720000743865967,5.386000156402588,1515.800048828125,16.059999465942383,360.5,952.0,495.0,50.0,274169.0,989.0,228.0,118534.0,68.0,14.0,98889.0,60035.0,40668.0
2010-02-19,78.19000244140625,79.80999755859375,1121.300048828125,3.3570001125335693,5.044000148773193,1539.800048828125,16.413000106811523,360.0,945.0,489.75,78.2699966430664,80.0999984741211,1126.199951171875,3.057499885559082,5.166999816894531,1539.800048828125,16.413000106811523,360.5,948.5,490.5,76.73999786376953,77.76000213623047,1099.699951171875,3.057499885559082,5.007999897003174,1539.800048828125,16.413000106811523,353.25,931.75,477.5,77.05999755859375,78.37000274658203,1121.300048828125,3.057499885559082,5.151000022888184,1539.800048828125,16.413000106811523,355.0,939.5,481.0,35.0,183234.0,137.0,350.0,96759.0,68.0,5.0,97358.0,50516.0,41882.0
2010-02-22,78.61000061035156,80.16000366210938,1112.5999755859375,3.30649995803833,4.894999980926514,1528.0999755859375,16.222000122070312,371.5,961.5,501.25,78.69999694824219,80.51000213623047,1127.4000244140625,3.3369998931884766,4.9770002365112305,1528.0999755859375,16.222000122070312,376.75,962.5,504.0,77.94999694824219,79.44999694824219,1110.0,3.2880001068115234,4.841000080108643,1528.0999755859375,16.222000122070312,360.0,944.25,485.25,78.2699966430664,80.0999984741211,1112.5999755859375,3.325000047683716,4.949999809265137,1528.0999755859375,16.222000122070312,360.0,946.25,489.75,119.0,238956.0,124.0,227.0,78058.0,68.0,5.0,192526.0,78385.0,48291.0
2010-02-23,77.25,78.86000061035156,1102.699951171875,3.2139999866485596,4.7779998779296875,1506.300048828125,15.887999534606934,367.75,952.5,491.75,77.81999969482422,80.38999938964844,1118.300048828125,3.2750000953674316,4.934000015258789,1506.300048828125,15.887999534606934,373.0,978.75,501.5,76.6500015258789,78.22000122070312,1102.5999755859375,3.2100000381469727,4.765999794006348,1506.300048828125,15.887999534606934,367.25,952.0,491.0,77.36000061035156,80.02999877929688,1116.4000244140625,3.2750000953674316,4.914999961853027,1506.300048828125,15.887999534606934,370.0,960.0,499.25,28.0,316878.0,152.0,93.0,66648.0,68.0,5.0,113231.0,90583.0,34885.0
2010-02-24,78.08999633789062,80.0,1096.5,3.2355000972747803,4.815999984741211,1503.5,15.9399995803833,375.25,955.5,500.25,78.4000015258789,80.44999694824219,1096.5,3.2355000972747803,4.883999824523926,1503.5,15.9399995803833,376.0,963.0,502.25,76.83000183105469,78.25,1096.5,3.2355000972747803,4.744999885559082,1503.5,15.9399995803833,367.5,945.25,489.5,77.33000183105469,79.12999725341797,1096.5,3.2355000972747803,4.7729997634887695,1503.5,15.9399995803833,367.75,952.5,492.0,87.0,289321.0,751.0,27270.0,89828.0,1.0,45350.0,73542.0,62137.0,27762.0
2010-02-25,76.29000091552734,78.16999816894531,1107.800048828125,3.192500114440918,4.767000198364258,1529.300048828125,16.110000610351562,372.25,941.5,489.75,77.51000213623047,80.31999969482422,1108.199951171875,3.2690000534057617,4.894000053405762,1512.800048828125,16.155000686645508,375.0,957.0,500.5,75.30999755859375,77.05000305175781,1088.699951171875,3.1505000591278076,4.743000030517578,1511.699951171875,15.609999656677246,369.25,934.75,488.0,77.44000244140625,80.30999755859375,1107.800048828125,3.2260000705718994,4.875999927520752,1529.300048828125,15.930000305175781,374.75,954.75,499.0,76.0,346025.0,386.0,15381.0,84370.0,7.0,36532.0,77961.0,37834.0,23569.0
2010-02-26,77.58999633789062,79.66000366210938,1118.300048828125,3.2685000896453857,4.813000202178955,1538.0,16.5,378.0,951.0,506.5,77.91000366210938,80.05000305175781,1118.300048828125,3.2795000076293945,4.853000164031982,1539.699951171875,16.520000457763672,380.0,953.25,507.0,76.0999984741211,77.81999969482422,1106.800048828125,3.188499927520752,4.738999843597412,1538.0,16.024999618530273,372.0,937.75,488.5,76.7300033569336,78.33000183105469,1106.800048828125,3.2100000381469727,4.800000190734863,1538.0,16.084999084472656,372.0,940.5,489.5,17.0,319038.0,382.0,3669.0,69232.0,16.0,3883.0,47785.0,22885.0,6934.0
2010-03-01,76.88999938964844,78.69999694824219,1117.800048828125,3.3329999446868896,4.678999900817871,1542.0999755859375,16.448999404907227,370.75,952.5,492.75,78.37000274658203,80.62000274658203,1121.9000244140625,3.4665000438690186,4.86899995803833,1542.0999755859375,16.739999771118164,381.0,959.0,513.0,76.30999755859375,78.05999755859375,1113.5999755859375,3.308000087738037,4.659999847412109,1542.0999755859375,16.415000915527344,369.25,944.0,485.0,77.54000091552734,79.83999633789062,1119.300048828125,3.3589999675750732,4.771999835968018,1542.0999755859375,16.5,378.0,954.25,508.0,11.0,298718.0,184.0,1923.0,89836.0,16.0,1010.0,32859.0,12750.0,7920.0
2010-03-02,78.18000030517578,79.68000030517578,1136.9000244140625,3.3954999446868896,4.708000183105469,1574.0999755859375,17.04400062561035,370.5,954.25,492.0,79.2300033569336,80.94999694824219,1137.4000244140625,3.3980000019073486,4.755000114440918,1574.0999755859375,17.075000762939453,373.5,959.5,497.25,77.47000122070312,78.26000213623047,1115.699951171875,3.2774999141693115,4.65500020980835,1574.0999755859375,16.31999969482422,365.25,948.5,487.0,77.94999694824219,78.87999725341797,1136.9000244140625,3.3289999961853027,4.692999839782715,1574.0999755859375,16.475000381469727,371.0,952.0,493.0,27.0,301698.0,155.0,1337.0,85649.0,16.0,749.0,28409.0,9441.0,5407.0
2010-03-03,79.25,80.87000274658203,1142.699951171875,3.4189999103546143,4.756999969482422,1581.5999755859375,17.30900001525879,375.75,954.5,503.5,79.54000091552734,81.2300033569336,1145.0,3.4535000324249268,4.789999961853027,1581.5999755859375,17.350000381469727,377.75,962.5,503.75,77.93000030517578,79.44000244140625,1133.699951171875,3.3364999294281006,4.679999828338623,1581.5999755859375,16.895000457763672,366.75,954.0,494.75,77.93000030517578,79.63999938964844,1142.699951171875,3.384000062942505,4.71999979019165,1581.5999755859375,16.94499969482422,370.0,954.75,497.25,29.0,306910.0,170.0,969.0,66167.0,16.0,852.0,24319.0,8676.0,2932.0
2010-03-04,78.54000091552734,80.20999908447266,1132.5999755859375,3.3605000972747803,4.574999809265137,1581.699951171875,17.1560001373291,372.0,932.5,490.5,79.20999908447266,81.08999633789062,1139.0,3.4170000553131104,4.7870001792907715,1581.699951171875,17.350000381469727,375.0,952.0,502.25,78.16000366210938,79.69999694824219,1128.5999755859375,3.3345000743865967,4.556000232696533,1581.699951171875,17.059999465942383,369.25,928.0,488.0,79.0,81.01000213623047,1132.5999755859375,3.4100000858306885,4.761000156402588,1581.699951171875,17.139999389648438,375.0,952.0,501.5,26.0,278889.0,118.0,1560.0,102372.0,16.0,648.0,20347.0,6843.0,2358.0
2010-03-05,79.88999938964844,81.5,1134.800048828125,3.4024999141693115,4.5929999351501465,1577.199951171875,17.36199951171875,364.75,934.75,482.25,80.5,82.06999969482422,1134.800048828125,3.440000057220459,4.625999927520752,1577.199951171875,17.475000381469727,377.0,939.5,496.75,79.36000061035156,80.47000122070312,1134.800048828125,3.3580000400543213,4.539999961853027,1577.199951171875,17.1299991607666,364.25,929.75,482.25,79.62000274658203,80.58000183105469,1134.800048828125,3.4024999141693115,4.59499979019165,1577.199951171875,17.36199951171875,373.0,934.75,493.0,80.0,299634.0,129.0,321.0,64872.0,16.0,339.0,16347.0,3818.0,1902.0
2010-03-08,80.47000122070312,81.87000274658203,1123.5999755859375,3.3965001106262207,4.5269999504089355,1598.199951171875,17.25200080871582,364.5,940.5,484.5,80.79000091552734,82.41000366210938,1123.5999755859375,3.44950008392334,4.574999809265137,1598.199951171875,17.479999542236328,367.75,944.75,487.25,79.4800033569336,80.75,1123.5999755859375,3.380000114440918,4.458000183105469,1598.199951171875,17.165000915527344,362.25,932.0,483.25,80.45999908447266,81.79000091552734,1123.5999755859375,3.4175000190734863,4.5370001792907715,1598.199951171875,17.25200080871582,367.0,938.0,484.0,18.0,295351.0,17.0,272.0,68080.0,16.0,293.0,11798.0,1461.0,1264.0
2010-03-09,79.91000366210938,81.48999786376953,1122.0,3.3980000019073486,4.515999794006348,1595.0,17.31800079345703,358.75,941.5,478.5,80.37000274658203,81.91000366210938,1124.0,3.4030001163482666,4.603000164031982,1595.0,17.325000762939453,364.5,941.0,483.25,78.79000091552734,80.16000366210938,1113.0999755859375,3.3450000286102295,4.47599983215332,1595.0,16.90999984741211,358.0,929.0,478.25,79.38999938964844,81.75,1122.0,3.390000104904175,4.515999794006348,1595.0,17.31800079345703,364.5,941.0,483.0,18.0,332133.0,27.0,591.0,74653.0,16.0,374.0,11569.0,865.0,739.0
2010-03-10,80.4800033569336,82.08999633789062,1107.800048828125,3.3550000190734863,4.559000015258789,1588.300048828125,16.993999481201172,355.5,952.0,470.75,81.43000030517578,83.02999877929688,1127.0999755859375,3.429500102996826,4.59499979019165,1588.300048828125,16.993999481201172,360.5,956.75,478.0,79.2300033569336,80.80999755859375,1106.9000244140625,3.3399999141693115,4.449999809265137,1588.300048828125,16.993999481201172,352.5,936.75,468.75,79.94999694824219,81.37999725341797,1107.800048828125,3.4110000133514404,4.510000228881836,1588.300048828125,16.993999481201172,359.0,941.25,478.0,43.0,430148.0,21.0,320.0,95843.0,16.0,256.0,6883.0,572.0,462.0
2010-03-11,80.27999877929688,82.11000061035156,1108.0,3.365999937057495,4.440000057220459,1610.800048828125,17.13599967956543,355.5,925.5,468.5,80.48999786376953,82.37999725341797,1108.0,3.378499984741211,4.5929999351501465,1592.0,17.13599967956543,357.75,956.0,470.75,79.66999816894531,81.33000183105469,1108.0,3.3269999027252197,4.414999961853027,1584.0,16.8799991607666,352.0,924.75,466.0,79.76000213623047,81.9800033569336,1108.0,3.359999895095825,4.576000213623047,1610.800048828125,17.13599967956543,356.75,956.0,469.0,11.0,279161.0,46.0,332.0,98139.0,1.0,474.0,4818.0,409.0,221.0
2010-03-12,79.38999938964844,81.23999786376953,1101.5,3.369499921798706,4.400000095367432,1606.5,17.02400016784668,354.0,926.0,472.25,81.23999786376953,83.16000366210938,1117.4000244140625,3.384999990463257,4.468999862670898,1606.5,17.02400016784668,357.25,934.0,471.75,78.79000091552734,80.56999969482422,1099.9000244140625,3.3559999465942383,4.376999855041504,1606.5,17.02400016784668,353.25,924.0,469.5,81.23999786376953,82.19999694824219,1101.5,3.3559999465942383,4.414999961853027,1606.5,17.02400016784668,356.25,931.5,469.5,3.0,337201.0,135.0,584.0,56909.0,1.0,351.0,71322.0,66451.0,24060.0
